productId,rating,title,reviewText,reviewDate,helpfulVotes,unhelpfulVotes
14115,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,14-08-2020,35,10
9968,5,Vera satisfied,Exceptional service. Satisfied with the product.,19-12-2022,26,22
13706,3,Ok,"Ok, not terrible.",10-02-2024,10,28
8299,4,Satisfied,Good overall experience. The product matches the description.,06-05-2021,10,33
7498,5,Vera satisfied,Exceptional service. Satisfied with the product.,04-12-2023,28,48
5887,3,Ok,"Ok, not terrible.",15-11-2020,35,20
12909,2,Unsatisfied,Below-average experience. Expectations were higher.,31-12-2023,43,48
14463,5,Vera satisfied,Exceptional service. Satisfied with the product.,18-01-2024,5,38
15924,5,Vera satisfied,Exceptional service. Satisfied with the product.,24-02-2024,34,20
3263,2,Unsatisfied,Below-average experience. Expectations were higher.,08-11-2022,25,16
15673,3,Ok,"Ok, not terrible.",09-03-2023,6,43
16746,3,Ok,"Ok, not terrible.",27-09-2022,5,45
19237,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,04-07-2021,4,29
19304,5,Vera satisfied,Exceptional service. Satisfied with the product.,17-07-2021,38,37
19562,2,Unsatisfied,Below-average experience. Expectations were higher.,02-04-2023,22,23
3286,5,Vera satisfied,Exceptional service. Satisfied with the product.,22-09-2024,33,38
3032,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,03-07-2022,14,9
9423,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,05-10-2022,31,48
9219,5,Vera satisfied,Exceptional service. Satisfied with the product.,10-08-2024,32,12
17735,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,28-02-2025,16,8
6718,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,26-02-2025,3,38
13259,3,Ok,"Ok, not terrible.",14-11-2021,44,43
4044,3,Ok,"Ok, not terrible.",05-09-2024,26,31
12174,4,Satisfied,Good overall experience. The product matches the description.,01-05-2024,48,37
11992,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,12-05-2021,18,11
2143,2,Unsatisfied,Below-average experience. Expectations were higher.,02-04-2023,48,6
18442,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,05-07-2020,11,38
10801,2,Unsatisfied,Below-average experience. Expectations were higher.,14-09-2021,40,5
3495,4,Satisfied,Good overall experience. The product matches the description.,11-08-2021,50,15
164,4,Satisfied,Good overall experience. The product matches the description.,23-01-2024,12,39
5037,3,Ok,"Ok, not terrible.",17-08-2024,2,10
6902,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,24-03-2022,6,12
5413,4,Satisfied,Good overall experience. The product matches the description.,20-05-2023,19,6
11621,3,Ok,"Ok, not terrible.",17-11-2024,41,13
4020,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,17-06-2020,13,36
1210,2,Unsatisfied,Below-average experience. Expectations were higher.,28-11-2020,40,35
3585,5,Vera satisfied,Exceptional service. Satisfied with the product.,01-08-2024,20,43
10952,3,Ok,"Ok, not terrible.",29-10-2021,8,21
15440,5,Vera satisfied,Exceptional service. Satisfied with the product.,01-09-2023,21,14
604,2,Unsatisfied,Below-average experience. Expectations were higher.,10-08-2023,40,7
2768,4,Satisfied,Good overall experience. The product matches the description.,03-10-2022,50,22
13344,4,Satisfied,Good overall experience. The product matches the description.,29-08-2024,39,27
3900,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,25-12-2022,45,3
14160,2,Unsatisfied,Below-average experience. Expectations were higher.,09-05-2021,37,15
10224,2,Unsatisfied,Below-average experience. Expectations were higher.,12-08-2021,29,49
4807,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,28-01-2024,26,17
7644,4,Satisfied,Good overall experience. The product matches the description.,10-01-2022,28,2
17766,5,Vera satisfied,Exceptional service. Satisfied with the product.,08-09-2020,18,26
13885,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,03-12-2023,12,13
14693,4,Satisfied,Good overall experience. The product matches the description.,23-07-2021,40,45
3895,5,Vera satisfied,Exceptional service. Satisfied with the product.,23-02-2023,31,34
450,4,Satisfied,Good overall experience. The product matches the description.,26-12-2024,28,49
10045,2,Unsatisfied,Below-average experience. Expectations were higher.,01-07-2020,44,30
10920,4,Satisfied,Good overall experience. The product matches the description.,30-06-2020,36,41
12139,3,Ok,"Ok, not terrible.",09-03-2025,27,48
10052,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,06-03-2021,45,36
13468,2,Unsatisfied,Below-average experience. Expectations were higher.,19-11-2023,29,24
2569,4,Satisfied,Good overall experience. The product matches the description.,20-02-2021,26,46
11807,3,Ok,"Ok, not terrible.",31-10-2021,30,27
18796,3,Ok,"Ok, not terrible.",02-12-2021,29,29
10125,2,Unsatisfied,Below-average experience. Expectations were higher.,01-02-2024,47,31
12164,5,Vera satisfied,Exceptional service. Satisfied with the product.,23-09-2021,31,45
4920,4,Satisfied,Good overall experience. The product matches the description.,20-05-2023,41,50
5586,4,Satisfied,Good overall experience. The product matches the description.,24-06-2020,37,44
8065,5,Vera satisfied,Exceptional service. Satisfied with the product.,08-04-2024,29,5
4268,2,Unsatisfied,Below-average experience. Expectations were higher.,23-07-2023,26,26
7939,4,Satisfied,Good overall experience. The product matches the description.,05-08-2023,29,25
5572,5,Vera satisfied,Exceptional service. Satisfied with the product.,15-07-2022,26,16
18177,4,Satisfied,Good overall experience. The product matches the description.,20-09-2020,18,28
7063,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,29-07-2023,24,33
7691,3,Ok,"Ok, not terrible.",15-07-2020,34,4
10521,4,Satisfied,Good overall experience. The product matches the description.,14-07-2023,17,45
10205,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,01-06-2020,37,38
5978,5,Vera satisfied,Exceptional service. Satisfied with the product.,09-04-2020,38,24
5499,4,Satisfied,Good overall experience. The product matches the description.,07-06-2022,29,16
8782,5,Vera satisfied,Exceptional service. Satisfied with the product.,01-01-2022,12,27
18650,2,Unsatisfied,Below-average experience. Expectations were higher.,04-09-2024,8,17
12220,4,Satisfied,Good overall experience. The product matches the description.,02-09-2024,14,24
11724,2,Unsatisfied,Below-average experience. Expectations were higher.,03-03-2021,22,25
8890,3,Ok,"Ok, not terrible.",22-11-2020,7,18
3680,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,09-03-2023,5,30
2784,5,Vera satisfied,Exceptional service. Satisfied with the product.,07-07-2022,21,41
5639,4,Satisfied,Good overall experience. The product matches the description.,27-10-2022,20,28
751,2,Unsatisfied,Below-average experience. Expectations were higher.,10-04-2024,37,33
15367,3,Ok,"Ok, not terrible.",25-10-2022,13,41
11193,4,Satisfied,Good overall experience. The product matches the description.,28-02-2021,3,15
8445,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,18-11-2023,25,23
9262,3,Ok,"Ok, not terrible.",14-03-2022,14,13
1303,2,Unsatisfied,Below-average experience. Expectations were higher.,07-12-2023,2,28
711,3,Ok,"Ok, not terrible.",07-11-2021,3,31
7711,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,08-03-2024,43,23
9567,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,30-09-2021,6,48
661,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,03-09-2020,15,45
11508,5,Vera satisfied,Exceptional service. Satisfied with the product.,10-11-2022,16,49
16331,4,Satisfied,Good overall experience. The product matches the description.,10-03-2022,2,9
390,5,Vera satisfied,Exceptional service. Satisfied with the product.,06-01-2022,25,6
17804,2,Unsatisfied,Below-average experience. Expectations were higher.,10-09-2023,38,42
13850,3,Ok,"Ok, not terrible.",16-08-2024,1,6
7148,5,Vera satisfied,Exceptional service. Satisfied with the product.,20-05-2020,28,1
17255,2,Unsatisfied,Below-average experience. Expectations were higher.,12-02-2024,9,16
3138,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,14-02-2021,6,34
10974,3,Ok,"Ok, not terrible.",12-11-2020,18,29
10241,5,Vera satisfied,Exceptional service. Satisfied with the product.,11-04-2021,37,14
3470,2,Unsatisfied,Below-average experience. Expectations were higher.,24-06-2021,28,24
13542,2,Unsatisfied,Below-average experience. Expectations were higher.,02-02-2024,21,39
16696,4,Satisfied,Good overall experience. The product matches the description.,04-03-2023,46,5
15191,5,Vera satisfied,Exceptional service. Satisfied with the product.,26-09-2022,50,2
6754,4,Satisfied,Good overall experience. The product matches the description.,17-10-2021,47,33
19871,4,Satisfied,Good overall experience. The product matches the description.,29-09-2021,41,10
19515,2,Unsatisfied,Below-average experience. Expectations were higher.,02-02-2025,6,16
16,4,Satisfied,Good overall experience. The product matches the description.,16-01-2023,7,3
5017,3,Ok,"Ok, not terrible.",09-12-2020,43,6
14942,2,Unsatisfied,Below-average experience. Expectations were higher.,18-07-2020,34,48
2922,4,Satisfied,Good overall experience. The product matches the description.,01-08-2020,19,38
14189,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,16-07-2024,35,42
13586,2,Unsatisfied,Below-average experience. Expectations were higher.,02-07-2021,7,39
14890,4,Satisfied,Good overall experience. The product matches the description.,15-12-2020,49,14
19790,2,Unsatisfied,Below-average experience. Expectations were higher.,24-10-2022,50,33
3639,5,Vera satisfied,Exceptional service. Satisfied with the product.,05-05-2022,4,49
15458,4,Satisfied,Good overall experience. The product matches the description.,14-01-2021,4,14
5172,5,Vera satisfied,Exceptional service. Satisfied with the product.,07-11-2024,11,10
6429,4,Satisfied,Good overall experience. The product matches the description.,18-04-2021,5,11
18701,3,Ok,"Ok, not terrible.",20-01-2021,39,25
10790,2,Unsatisfied,Below-average experience. Expectations were higher.,14-02-2022,29,35
18383,2,Unsatisfied,Below-average experience. Expectations were higher.,03-07-2023,29,22
2225,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,28-11-2023,2,26
10973,5,Vera satisfied,Exceptional service. Satisfied with the product.,18-01-2023,5,48
4714,2,Unsatisfied,Below-average experience. Expectations were higher.,16-12-2021,37,44
3983,3,Ok,"Ok, not terrible.",13-11-2024,18,50
2459,3,Ok,"Ok, not terrible.",13-08-2021,24,44
5603,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,13-10-2020,5,50
10327,2,Unsatisfied,Below-average experience. Expectations were higher.,03-09-2020,21,8
4563,2,Unsatisfied,Below-average experience. Expectations were higher.,09-03-2021,20,44
5888,4,Satisfied,Good overall experience. The product matches the description.,07-11-2023,26,43
13159,5,Vera satisfied,Exceptional service. Satisfied with the product.,21-05-2021,45,45
3088,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,27-02-2024,17,32
7023,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,12-03-2022,45,14
10593,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,19-04-2023,21,7
15135,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,26-02-2022,29,38
3226,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,16-12-2021,39,39
14202,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,02-10-2020,37,1
14563,3,Ok,"Ok, not terrible.",15-08-2024,25,48
15145,3,Ok,"Ok, not terrible.",15-01-2023,49,7
1303,2,Unsatisfied,Below-average experience. Expectations were higher.,18-06-2020,5,48
17553,2,Unsatisfied,Below-average experience. Expectations were higher.,23-05-2024,36,10
3005,4,Satisfied,Good overall experience. The product matches the description.,02-04-2022,50,49
16552,3,Ok,"Ok, not terrible.",23-03-2024,43,41
731,5,Vera satisfied,Exceptional service. Satisfied with the product.,09-10-2023,20,8
9851,4,Satisfied,Good overall experience. The product matches the description.,13-08-2020,16,25
18208,2,Unsatisfied,Below-average experience. Expectations were higher.,06-10-2020,21,24
8897,2,Unsatisfied,Below-average experience. Expectations were higher.,16-05-2020,17,30
7076,3,Ok,"Ok, not terrible.",13-09-2023,37,19
14285,2,Unsatisfied,Below-average experience. Expectations were higher.,25-11-2020,35,30
10867,1,Very unsatisfied,Extremely disappointing experience. The product didn't match the description.,25-08-2020,4,38
7467,3,Ok,"Ok, not terrible.",09-03-2022,2,29
7404,3,Ok,"Ok, not terrible.",13-05-2024,32,33
11699,2,Unsatisfied,Below-average experience. Expectations were higher.,06-08-2021,2,19
7740,2,Unsatisfied,Below-average experience. Expectations were higher.,27-08-2020,23,33
17256,5,Vera satisfied,Exceptional service. Satisfied with the product.,18-03-2023,43,4
12637,4,Satisfied,Good overall experience. The product matches the description.,28-06-2020,2,46
17350,2,Unsatisfied,Below-average experience. Expectations were higher.,22-01-2021,6,48
