cartId,productId,quantity
13246,10580,1
3719,1824,8
5529,16640,2
8912,6947,4
3505,5446,5
5822,14464,7
11641,2511,9
11149,6546,9
5289,2668,2
1584,19255,3
3257,18637,8
7628,2046,9
9585,4655,10
4019,4179,8
15056,19733,2
11726,3535,1
3600,18543,7
1924,2679,1
14276,10014,6
3718,2449,1
6489,14586,2
11159,4989,10
10462,13182,7
11907,4759,8
14277,2225,9
13321,14975,2
5745,7236,7
10938,9582,10
9770,8328,7
19301,8044,2
16962,8015,3
7214,15459,1
9749,301,5
12517,11465,1
12065,7124,1
15471,13045,4
8148,16632,7
5545,19391,4
10915,19331,6
9548,10493,4
16879,14945,5
11788,7821,8
2449,8019,8
2963,17325,4
19762,17455,9
709,4537,7
17129,2668,5
12209,3488,6
16568,14173,2
12487,12463,3
10554,8119,7
15596,16411,9
9529,12784,2
11244,12371,10
7846,14628,3
3612,13471,3
4345,4636,7
3951,4946,10
4864,8118,7
10828,1137,2
11994,7402,9
6271,4366,8
8983,6678,1
13626,3000,8
4243,19909,3
5064,3828,1
15627,11727,5
3373,14989,6
12791,42,6
16230,4611,8
2016,17097,1
306,495,3
2433,18118,6
15779,15877,5
2768,16108,4
10217,6472,8
3353,6625,10
13215,12198,6
9064,11242,8
18227,9072,3
5131,9015,5
12475,19638,3
6263,13427,4
12230,10263,9
16916,91,4
4056,15810,10
11196,1330,4
19420,3125,9
13605,9101,6
12181,1679,6
2130,16435,10
10587,3509,10
3527,19475,9
921,14168,10
8588,9627,8
14487,5799,8
17462,15999,5
18763,15729,2
2737,3696,7
19900,16549,3
10317,3493,10
9190,15754,1
17480,4272,4
13700,10396,4
3862,16668,4
17006,19627,2
5622,15295,5
9289,2578,6
2024,16983,10
12541,13385,6
16029,1350,1
304,6366,10
449,18429,9
5198,17345,8
17046,13760,6
18076,10729,5
1211,13072,10
18621,2556,2
8314,10036,7
4843,3357,10
10822,15645,1
1337,7037,7
19968,13133,1
18227,7559,6
7408,11195,10
17210,8648,6
8387,13902,8
11565,18664,4
14884,9374,5
19262,10162,9
15175,18963,4
14047,1708,8
19485,16189,2
13738,15887,7
18676,10503,7
8930,3648,3
15549,15171,3
3298,6494,8
19541,125,4
13291,16144,6
6904,5706,7
1999,13142,10
17645,19512,1
7600,9648,2
17711,17888,2
15004,11297,9
13751,11733,3
1282,18015,5
14918,14738,1
2437,6272,9
19810,4710,3
697,599,9
19392,2128,7
9918,10510,5
3226,9855,4
6723,9680,9
16538,13064,3
575,3764,6
3496,11710,7
14040,9919,10
901,6004,3
6039,19049,6
6319,3839,6
2719,18089,2
9945,5425,8
9534,9528,1
5340,11638,5
6666,12028,4
19377,13741,4
17482,7430,10
18598,8242,10
6741,17988,5
4367,17637,6
2793,11380,1
16624,3926,4
2582,11851,4
14910,2120,8
6996,11301,3
2816,14600,10
13266,19684,1
6297,13637,1
6143,6908,10
19645,16283,10
15098,16297,8
5972,10271,1
18663,3936,3
574,7403,8
14708,8749,1
13548,8980,8
17535,16887,7
15318,19475,7
7680,4448,2
14154,7130,1
1961,14733,4
16387,14862,10
1709,5383,9
19648,10957,4
2886,2363,8
11837,5423,3
3198,4511,5
7957,1946,10
18952,15542,10
18976,6586,7
3626,6083,9
10070,13401,5
10238,14591,9
17624,11400,9
1424,12385,8
12417,7415,10
6914,4754,2
18316,2246,6
19923,7188,8
18717,12656,1
2809,14730,6
16153,13447,10
3813,5714,1
7041,10849,4
1725,1811,7
13484,14150,10
16890,3844,1
6838,2561,5
15992,13533,8
4596,14610,5
1294,2996,6
2220,17018,6
411,11962,5
4126,16687,5
6629,12807,8
18230,16931,9
10884,9481,3
18064,7494,6
12447,6906,2
6338,3696,6
18812,12083,2
13406,8453,4
12533,13055,2
11128,8500,1
8560,4683,8
19280,16260,3
15774,2515,8
12657,18146,4
2255,651,10
12759,13764,8
13858,19287,10
8816,595,6
3758,2462,5
15196,11008,4
1150,18759,10
8891,13885,5
5788,2111,10
11309,7361,9
2594,15994,9
11655,19927,10
19390,13354,5
6851,558,3
15638,15067,9
1092,10957,8
2037,18870,2
4219,6199,7
16985,17542,10
5768,15523,7
14907,7783,7
16944,4216,9
17856,5533,9
6051,1898,6
8014,952,1
16323,6009,3
14307,1545,3
11059,462,8
10953,11959,10
12795,9974,6
1795,2676,8
453,10417,4
19470,3838,5
2269,13369,4
9528,6808,5
17041,8764,2
2045,12941,4
3485,11805,3
10421,2669,5
19858,2202,1
10754,462,3
11471,10611,6
17588,18320,3
10951,7142,3
1442,9350,5
12369,19070,1
24,4884,7
7431,3388,10
12370,16258,3
15055,12698,8
3345,17522,8
17980,633,5
6021,14329,1
10107,14048,3
12425,16418,4
198,5486,3
13276,10455,8
14534,10097,1
10073,6965,9
2300,13952,3
6380,14726,7
14083,13540,4
19133,12077,2
13961,8427,4
12310,3808,8
19954,8068,3
600,2106,8
16370,11848,9
10531,8918,2
16965,10755,6
11018,16495,8
208,15579,4
14442,2218,10
648,9585,2
17337,14998,3
3164,11718,1
4854,7691,9
18841,16528,4
13120,4500,2
12078,13210,6
17002,18584,4
10905,11149,8
9545,9013,6
10972,1077,3
11801,16814,9
4794,5401,3
12104,11293,7
15668,3883,1
17286,17522,2
4348,17303,8
18291,3507,1
6920,18729,9
102,12018,2
14286,17940,1
10593,14958,1
8898,6434,7
3954,6876,7
7655,13325,2
15986,17371,8
13123,10840,4
19264,1251,1
11269,17217,6
15032,14528,2
7329,6904,6
8468,971,4
4005,5537,8
7459,11911,3
10963,17107,2
2301,18670,7
4886,5198,7
8099,5200,2
6904,17791,6
5131,5063,8
8336,10433,3
6312,4773,4
6999,17650,10
11538,1573,1
8926,10553,10
12320,3584,1
3373,18801,4
11243,10036,6
11066,8983,10
19598,18880,2
17906,8826,7
13158,7509,8
18789,5881,7
17587,14070,5
9359,424,5
18270,14467,7
12830,7500,7
713,11365,5
9387,6614,1
14799,16731,5
1398,17975,10
8722,3588,1
11271,19988,5
10623,2134,7
8880,11392,4
15403,16595,2
14400,12409,6
5785,1323,10
4459,18830,9
9694,10896,10
9570,19903,6
16153,13950,6
3396,16594,10
7182,12130,4
10238,385,5
10503,13939,8
13186,11171,4
18021,17243,7
5864,19644,5
16814,2569,7
9135,12391,5
8933,2428,7
1610,14790,2
2573,2552,4
3097,10721,7
3236,11129,3
8851,13972,1
2095,10864,5
13858,13084,10
1787,19820,1
14370,19055,3
7251,2879,3
11586,4464,4
8883,4799,6
5881,18864,7
18505,11735,8
5731,9043,3
13268,10448,1
15013,6793,8
3519,6180,1
2546,5204,8
9270,16278,2
12150,10203,5
11317,10629,1
6289,5836,2
2037,4627,1
6603,14973,3
6362,3080,6
9678,10917,4
9685,15989,1
5223,13136,5
1842,1365,2
10757,18636,10
4272,11842,5
7957,9149,10
8957,17562,8
15484,447,10
14396,12735,6
19841,5904,9
18361,298,9
14185,14166,6
15420,19333,6
15804,17513,4
19229,1505,10
12130,7356,2
12295,7219,6
11075,11029,5
19205,7030,2
16750,10116,9
13698,12493,4
6618,5428,2
15909,1690,10
14199,1742,1
17253,18002,9
7034,2896,1
12239,12503,9
9084,7818,5
7859,10327,2
2901,9742,4
2724,3970,2
16816,15620,7
7900,2599,3
1109,12708,2
13868,18660,7
449,6809,10
13370,18460,3
371,8155,2
5690,7221,10
896,10230,1
8809,13261,4
2007,16451,5
11182,8780,1
14300,1988,10
7610,1637,3
8628,12686,4
7964,14032,1
12580,16663,6
12505,6445,4
11516,13301,5
17138,1472,9
8359,9473,1
13914,13552,9
8790,12495,1
14863,11060,4
10247,6639,5
7276,6434,6
7857,18604,8
5651,2465,8
16501,7149,10
17917,13565,7
12985,12686,5
14617,12001,10
19311,5446,5
10138,8667,1
11692,16703,3
12423,4503,10
8547,3451,2
3939,5924,7
6464,10907,8
3759,5711,2
17167,8884,9
17697,4302,7
19522,12375,10
1845,1271,8
4836,1847,8
7523,13461,4
14316,13372,6
8524,4029,5
1975,12131,2
1616,15831,7
18717,18601,6
6016,6551,2
7620,4295,6
18845,19954,9
12885,14126,10
7558,18171,8
1034,15167,3
480,16704,5
14706,14119,3
17676,10853,7
6569,63,10
2371,6195,6
16891,10035,10
3942,767,3
18208,19109,10
10666,6780,10
2636,18183,10
4580,15563,1
17443,11702,4
6524,14973,4
5869,3169,2
18158,12318,8
11802,17077,4
15303,16168,7
16550,2874,5
3697,14921,8
3528,923,3
7475,4515,7
10605,4523,8
13072,12104,10
92,9098,8
3304,475,1
8929,9403,1
8333,16718,5
1483,2203,5
3348,5346,9
18731,17990,3
12279,8783,10
11941,2792,7
3569,1888,2
16152,12734,1
12165,10713,5
9205,1941,6
16789,4160,4
17799,3790,7
9820,15001,3
5511,16573,7
3745,2183,5
19060,15914,9
16438,2490,5
112,9253,1
11565,9889,4
4987,18127,4
13885,13676,2
10036,13453,10
2772,19709,3
19990,8720,1
18628,10797,9
2901,15541,6
17074,6658,9
12555,17619,4
5789,10167,6
11940,12030,3
9820,4931,3
15682,12289,2
8194,10927,1
12186,12555,8
8719,17152,9
8790,7019,3
12431,5629,9
1064,6795,5
10633,1327,5
13345,13703,8
16722,18338,3
17338,12216,2
1125,19667,1
7841,8125,1
7877,1070,4
6008,14891,2
221,18149,2
14478,5847,9
3155,3425,2
11743,7805,7
16383,11785,5
6644,11885,2
19032,1526,1
14696,7535,8
247,7334,7
4810,1050,1
481,7690,4
15125,15681,4
15671,5473,7
17888,7157,6
13111,15182,3
761,12120,3
13371,2754,8
16060,7218,6
4096,16825,6
1750,16694,3
18879,8264,7
10777,10825,10
8802,10604,2
18915,3828,5
18512,10588,4
3039,4348,1
7378,13433,7
2498,11435,9
16418,9871,2
8685,2308,10
19746,17770,7
5573,7486,2
7430,17910,1
2514,19422,1
13523,16521,2
10839,3366,5
10840,19141,4
3357,6586,3
16655,6322,9
991,8963,8
4295,10985,4
7725,14032,9
12774,9756,9
18554,3233,2
864,41,5
7706,14911,2
13024,4388,4
17244,1962,2
8972,11890,3
18576,14132,6
5642,6141,10
9316,3435,3
5985,4803,2
15399,1673,1
2334,3061,5
289,2084,1
16165,6998,7
1292,9396,3
10037,3391,10
15002,15557,8
10109,953,1
493,11065,1
820,4770,3
6226,9906,8
1303,12095,9
10232,2422,10
15492,3617,9
11853,5563,7
17781,6538,1
16853,7989,2
7668,8921,9
532,4345,4
15792,16322,10
15764,773,1
2849,3612,3
2730,2180,2
1564,6053,8
12056,31,10
4811,2023,5
19422,18981,4
8091,545,8
9833,15542,8
11160,18051,10
8542,16923,5
16598,18438,4
13969,18818,8
16309,5379,4
7980,17098,7
11528,6552,8
19479,13249,7
2717,8593,8
19374,17666,4
6932,15416,9
4928,15919,1
19667,4106,5
15748,15707,5
14464,8133,2
11696,18395,4
2030,13218,8
8216,12148,2
1695,8141,3
9118,802,1
15111,17705,6
770,15966,8
12854,5461,9
18062,13562,2
13736,8579,3
5728,4596,3
2131,9236,1
6996,14672,7
1612,14195,3
4014,16841,5
7089,5025,2
17545,13427,1
3412,9128,1
12692,15830,5
8012,16267,10
9001,10015,6
11837,18585,5
3541,1229,4
13382,18482,2
4608,3520,1
485,9033,2
14671,8615,5
63,18528,9
13214,3298,6
5942,6549,8
8578,17217,10
19871,18250,2
4541,18295,8
15756,14816,7
12493,17640,7
15754,12883,4
19112,7620,3
456,13930,9
2370,14613,5
16440,5434,7
17902,13100,2
8726,3198,6
15974,6636,5
15571,10837,8
12603,466,7
1064,7609,10
18358,3542,4
1583,737,2
5507,2755,10
3680,11256,8
6684,9828,8
6692,1580,9
8919,2184,6
854,17134,2
10788,7647,5
10668,16227,3
3429,18808,5
29,14754,3
8682,19458,7
5439,18377,5
13882,9304,8
7554,9186,9
3331,11295,8
14492,15173,4
6962,15032,3
13711,1776,8
5261,12905,1
16252,14527,6
11913,13736,8
10619,16044,3
8835,4955,10
9153,4637,7
19511,12655,9
15819,7421,2
6402,18009,10
1854,5239,7
2006,18076,7
14474,7239,10
10967,2355,4
17466,19050,3
2737,8559,6
15770,1416,9
18766,16141,1
17743,3410,5
5672,5603,3
18191,6324,8
13297,2002,7
6530,11021,10
2064,16545,2
3302,16658,6
15020,16470,2
8949,17821,10
4348,5549,10
904,4324,2
15856,8262,10
4435,19988,3
2619,16494,6
2814,9060,7
15141,5654,1
1907,8947,8
3322,4860,8
19297,11742,7
7275,9552,8
723,11700,2
15754,4671,8
3047,8479,1
7096,6360,4
3821,12602,4
11288,7270,1
19041,3541,8
19630,16702,4
14481,4814,2
19754,4922,2
8350,12676,7
4741,4508,1
6831,12177,7
3646,17423,4
16942,10265,6
1155,3723,9
17195,18638,1
11809,4256,9
17643,14511,6
10920,17198,1
8509,9094,4
9914,15707,1
13076,17227,5
9855,1998,2
14383,13364,3
4992,12882,5
18996,5923,10
4023,10182,4
11284,17543,4
7937,3918,5
11357,3952,5
14701,4547,5
11471,1824,8
18248,17418,3
7345,14500,3
8141,7399,8
11662,16610,1
13989,17644,9
12881,16257,8
19509,12460,4
8022,15637,8
12479,5840,10
13893,8526,6
17650,7891,10
11692,12668,2
1406,6035,1
12098,14361,7
15121,9753,7
14187,10988,2
19094,10966,6
1322,14881,7
13091,14488,1
257,4117,1
4097,4472,8
260,14568,7
3291,10778,1
5706,8806,2
8424,182,3
13964,2550,3
9724,9701,1
13540,10301,4
18594,18477,1
243,17383,8
10690,5195,1
10357,10393,10
4643,13369,9
3231,12147,7
19798,16261,2
16209,4063,3
10324,11111,6
7387,3581,9
366,13517,5
3074,9305,3
13596,13869,2
13033,19479,2
19125,3818,3
15501,5390,2
14622,10734,3
7846,3835,4
1635,18799,6
19581,17924,8
13687,10652,5
7101,15440,8
10335,11658,9
4824,11594,4
17948,10838,7
12458,2065,3
10383,13460,6
18557,12931,7
8299,8424,3
44,18777,6
4915,15135,5
18997,8028,6
15069,16900,2
8962,17883,10
14960,7303,8
6635,2139,6
15410,16282,10
9625,7034,5
10623,7406,5
5350,13675,6
7776,10529,8
17021,8103,7
6786,3909,10
3843,1857,4
5099,6808,2
17529,1722,1
7967,3248,10
986,18124,4
17650,8024,5
7989,2002,5
10512,7888,4
13135,16940,7
9931,8087,7
19263,2191,8
18999,9936,8
13502,18294,9
6080,15360,6
9300,11149,4
13311,11615,8
2082,15465,7
8064,13567,3
1232,13458,4
3841,364,5
19196,5122,9
4561,10945,9
12037,19810,5
11109,10101,5
10050,15308,1
13666,14229,7
19534,9134,2
5731,17730,8
18952,15163,6
2152,19,10
1475,6189,5
13411,8777,4
141,18933,7
19013,15229,2
10585,430,4
7359,9433,6
14624,11916,10
9710,8395,4
4779,4423,7
17924,8167,8
7532,19356,6
12658,373,7
9062,13546,4
15229,11073,8
2838,16110,8
7207,15156,9
18903,14698,6
18400,9756,10
902,44,2
10402,2260,6
15262,7155,6
11631,9975,8
14806,15132,5
7703,13463,4
14587,10132,3
14482,19063,9
16035,15675,10
7013,3242,10
16334,2964,6
18357,18407,8
19034,13584,4
4617,19981,4
5296,17880,7
18549,12098,7
10068,15254,6
7177,13106,4
17226,16570,10
13368,4273,5
13214,1832,1
4806,4920,2
15438,13583,4
17291,486,1
18300,5373,3
14674,3939,10
1630,17742,4
17121,2936,3
16438,14027,2
5021,6564,8
2028,17587,1
15337,7115,1
4219,14560,9
13737,12792,3
16922,4629,10
15112,19396,5
160,9376,5
9401,13781,4
9806,3783,10
5771,16545,10
7823,7819,3
1364,13330,6
18072,9404,6
17387,12024,5
7181,8000,2
18395,12440,1
2042,15685,6
4644,12924,2
1735,18127,10
16271,74,10
2062,6672,2
4337,1521,5
10722,16049,4
19543,5462,3
15741,11595,10
17635,8602,10
19257,313,1
18223,6128,1
6223,8226,8
10883,16980,5
13184,16235,4
19950,15266,6
126,15489,8
8429,2559,7
13289,16413,10
3653,19505,5
11106,6365,10
18284,2941,7
3204,2777,8
16154,14401,8
10689,10832,10
4400,3238,4
4486,14613,8
2922,11039,5
19865,19182,6
14338,3003,3
218,12865,1
4563,12852,9
12271,11662,2
9186,17608,1
14661,158,9
10173,827,9
3996,8596,7
5292,3866,5
16424,3505,3
15222,5666,3
1652,436,7
8001,471,6
13649,6610,2
5693,5371,7
3936,6675,6
4536,18779,6
18388,13715,10
17263,8942,5
1480,10856,9
19210,10048,3
2103,15112,8
18454,19617,5
11129,13769,7
7307,3372,1
13868,9230,2
14769,3635,1
5869,15959,6
13392,14877,1
5988,18380,5
18512,14779,2
1335,16863,6
14696,3948,5
12474,3463,1
1044,16262,7
14766,11569,7
2608,10240,1
18661,1210,3
7729,11902,8
5031,18511,4
14250,15372,4
17617,6499,8
4073,19399,10
18391,14006,7
16541,17567,7
10097,9342,5
17330,1285,2
5110,10710,10
17477,872,5
15041,7210,9
2177,13130,4
4993,1713,4
16719,10774,10
17159,1304,10
11382,8664,3
4175,15410,8
6344,5630,4
16873,16437,10
7695,4510,6
9111,13698,4
10556,17485,1
17541,2134,4
4666,8428,6
18762,17521,4
302,5441,10
8898,6549,8
12664,19018,8
9987,17188,1
6735,19746,5
9999,4616,3
2215,19126,5
19442,15429,8
17299,15284,1
4301,16538,7
11158,12833,7
5585,4761,8
836,7789,5
15520,19763,3
7456,10684,9
14118,1153,2
19197,3200,7
5250,1422,6
17089,19885,8
13310,5761,6
6257,18933,6
4905,5734,10
7130,18047,6
3995,12354,10
3288,16193,5
10281,3940,7
7388,9373,4
4691,18338,7
18463,14296,5
2390,5871,6
10929,8186,5
444,1783,6
2966,7820,2
6194,11097,5
2620,12502,6
1317,17843,9
9449,6676,1
2433,12452,4
5670,8504,8
13033,16444,4
3626,1471,10
3988,16826,4
9407,16121,7
8519,11771,5
10513,11781,2
10212,9325,6
185,4840,4
15557,9215,1
9590,15792,10
10132,8171,5
17378,19629,5
17261,17465,2
1044,5039,6
3937,2139,3
7704,9394,2
10940,17996,10
5692,18100,1
14846,1397,3
9251,8391,2
4180,16030,6
16187,4644,9
14074,16798,5
17894,18696,8
4691,9328,9
12560,17526,3
5977,10311,10
6169,5341,1
6737,13336,3
11258,2524,4
5846,8045,1
2601,8642,7
1924,2186,4
5707,3049,3
19059,4111,8
14408,3166,5
8331,11477,3
9417,13400,9
6728,3835,5
17830,3765,8
1082,14826,6
11121,3487,9
7881,385,9
13686,15159,3
828,3647,4
10520,1804,2
8302,532,2
18178,1018,10
11401,1579,10
345,6441,1
8268,8623,2
17178,5665,3
1834,17061,10
10553,6831,7
8469,13395,5
15868,6433,10
13186,13400,5
4244,12905,8
3336,12559,5
16113,13116,7
4795,3050,9
14285,5062,7
13564,10116,6
3838,12694,9
17643,18854,6
9194,15015,8
8130,7125,4
14012,15359,8
3335,4155,10
19331,5722,6
17151,17846,1
9999,13339,3
5590,11618,5
1013,7694,9
11124,5582,2
13637,12454,4
4360,16888,9
13772,16237,10
6197,14121,6
13999,3943,8
4136,10981,1
12317,14657,3
3231,11321,8
19088,1138,8
1861,14031,8
7374,502,7
8183,503,3
8165,12312,3
3708,19183,8
10958,1598,9
196,1330,3
13498,15082,6
5967,16940,6
12478,1044,4
14521,9812,9
6665,1946,2
4055,18768,10
1964,8514,8
12137,7785,4
3967,5437,4
4479,11944,2
19473,8479,3
357,17049,6
661,5519,10
9731,9406,10
7898,19427,6
468,10833,4
19122,3548,1
1282,5528,3
15275,4599,9
1766,10734,7
18422,17581,10
5406,16809,6
17526,1773,4
7293,2964,9
14525,13998,1
17949,15844,5
7955,16888,1
1993,14264,6
5089,9173,10
2365,7547,2
3673,5464,10
12587,4717,10
13763,13999,3
16193,19539,4
8172,7198,4
8188,12490,9
18246,7123,4
14355,16877,1
13179,10406,7
2698,19865,7
8424,18552,4
12422,18194,8
19019,9203,1
6031,16111,5
15710,16899,9
713,6914,1
1663,8009,2
13889,10083,2
2316,17233,4
11355,1551,6
11015,5967,2
10869,1522,10
5853,3449,2
17241,17771,3
6894,2673,4
18001,7151,6
4380,13381,10
2278,10731,7
9376,153,3
19833,14102,7
11350,6804,1
4150,13218,4
16241,8107,2
14945,19697,2
8736,4850,5
11496,18011,2
17602,336,7
11265,10287,3
3804,12478,4
4331,11188,10
18195,16160,2
1855,10851,10
11482,4088,9
10604,2708,3
8210,5565,6
14168,19906,7
17703,770,8
3538,3538,8
19824,3590,3
7888,12630,2
909,2506,7
3053,4535,5
18481,15904,4
18114,7958,4
7808,6487,9
19022,15895,5
18669,8126,6
17738,10657,1
9872,15160,8
11305,16726,6
11627,6562,7
9089,7091,6
1316,17243,6
6920,6616,8
11760,16230,8
3197,15520,3
9984,18384,9
12975,3572,7
8985,10231,7
17628,10119,10
10375,1870,4
936,10781,6
18929,2532,7
12008,18581,1
19597,13410,1
15964,16999,4
1047,5496,10
6902,15239,8
18153,8926,3
2161,15925,5
3225,19841,1
15606,17909,7
12930,1845,9
8012,14897,3
2163,12967,3
6670,12878,7
11113,19751,4
13486,18323,1
18037,9422,6
19273,732,9
19989,11537,10
13343,4125,4
19438,18718,5
12146,9603,1
16115,2387,5
17887,13590,5
19178,19630,9
1953,15122,7
19459,11464,2
10883,5787,4
1170,12953,5
5873,1307,4
1538,15907,4
5151,19972,7
112,4994,2
17900,5276,2
19785,19493,4
5987,4408,4
4941,15878,3
15778,11814,2
4040,17987,5
9166,2765,1
1830,13108,3
98,952,3
13830,3687,6
10185,10656,8
17484,17441,10
13117,19861,4
3490,6569,4
9835,12234,3
797,4085,8
4244,17442,7
4952,18340,2
7474,1038,5
15738,9290,8
15929,9790,7
16983,7764,1
15075,13540,5
8015,3492,2
16576,13423,7
5396,18309,8
8742,14811,7
10257,5376,1
13174,5007,7
910,19563,1
2510,19148,3
15868,4649,2
888,15225,6
13486,14499,6
9266,11176,2
702,14986,9
14905,13963,3
2353,7660,7
17915,19480,2
9314,16112,4
9466,18554,5
7502,4252,6
14078,5712,8
11047,14604,8
18277,19064,10
4948,12853,6
17218,14167,1
9158,888,6
9737,14302,10
16849,12288,4
3650,11804,4
14512,963,1
1432,2787,2
1540,6931,4
18475,2995,8
9686,3285,2
3882,1451,1
1560,5210,4
11331,15328,8
1536,6678,4
14497,4023,6
7195,5679,4
19985,4974,9
14396,1517,6
9559,17711,7
12570,7599,8
5771,4660,3
1466,7570,9
3311,19787,3
18316,18585,1
8181,9277,3
15776,7900,7
3472,6098,7
8446,17455,6
19825,7399,5
12068,13038,3
15037,11563,3
4225,13987,4
11548,16951,2
946,18362,8
18321,630,6
976,15655,8
4779,861,1
18076,5188,4
6733,11745,4
6587,11598,7
6245,16044,3
17639,8210,2
5837,11418,4
16152,12003,4
5920,7002,9
10295,17855,2
2519,7234,5
11735,4726,3
7472,11155,7
10826,2734,7
10791,15560,3
3356,12372,1
13189,17430,10
16486,8073,10
19285,8152,4
6132,3519,8
7084,12124,3
7832,17330,1
9213,9473,2
9313,863,4
7599,1619,5
10001,5719,5
569,7004,6
16041,10059,2
16833,9333,4
10646,15159,5
8759,8395,10
13435,3491,1
1509,12371,10
16502,2740,6
8110,5650,3
1013,4360,8
828,4650,2
16016,5618,2
17817,16862,1
1166,6960,5
8525,1868,9
2755,17492,9
16125,15562,9
3952,6477,7
19533,1848,8
5299,14457,9
5734,12878,4
5092,6279,3
16405,8620,2
17884,17956,4
11236,10430,2
9124,13733,8
6840,7562,1
10708,17299,1
1712,4499,9
18302,9770,7
11720,12067,9
2036,14234,8
2267,2008,9
16999,7315,9
19892,14220,10
17498,7013,2
14205,18575,5
11999,15806,5
2028,15074,7
8047,6222,10
7261,15199,6
6641,18039,7
18507,12371,2
17508,7588,5
9837,4360,5
14657,7194,9
4956,11155,6
6006,17358,8
