orderId,productId,quantity
889,6313,4
890,7532,1
891,16585,10
892,1415,4
893,17757,2
894,2058,5
895,15152,4
896,4239,6
897,2315,4
898,16392,4
899,1160,8
900,12744,7
901,6818,1
902,18019,3
903,14955,3
904,10839,5
905,2971,3
906,1639,1
907,563,7
908,4895,2
909,2096,2
910,2240,5
911,2765,10
912,13387,9
913,4535,9
914,232,7
915,16292,2
916,11831,4
917,10738,9
918,16613,2
919,13400,2
920,1383,9
921,16972,7
922,13186,5
923,7773,6
924,6434,10
925,6950,9
926,16310,8
927,5422,8
928,5916,9
929,10389,2
930,16895,2
931,1808,10
932,17634,5
933,15126,9
934,1376,4
935,2877,5
936,4520,9
937,6701,9
938,9620,10
939,938,5
940,4770,1
941,7917,1
942,10381,9
943,6724,1
944,4268,3
945,2574,4
946,1149,9
947,11010,2
948,1023,2
949,3577,4
950,17191,4
951,8543,5
952,8189,10
953,10114,6
954,13669,4
955,1271,3
956,19087,8
957,7241,10
958,4676,3
959,19431,8
960,5754,10
961,3250,8
962,3300,3
963,19686,10
964,11209,10
965,14133,6
966,8073,7
967,2837,2
968,6233,9
969,10280,4
970,11777,8
971,316,3
972,5834,1
973,5017,5
974,15303,2
975,14408,4
976,5817,3
977,11710,7
978,7119,9
979,6037,7
980,10186,5
981,18875,7
982,5089,7
983,19046,10
984,11627,6
985,13559,2
986,11584,10
987,12200,9
988,16380,5
989,13403,6
990,2492,8
991,9609,10
992,14159,3
993,19504,10
994,8561,9
995,10147,10
996,3933,9
997,3281,6
998,19350,3
999,2860,2
1000,6316,4
1001,9661,9
1002,1186,7
1003,5222,7
1004,17247,6
1005,8563,4
1006,16497,4
1007,17816,6
1008,19059,5
1009,9374,7
1010,16899,10
1011,12794,4
1012,13912,5
1013,18847,3
1014,2988,7
1015,19709,9
1016,17473,3
1017,13179,3
1018,12520,9
1019,7906,6
1020,7247,9
1021,9494,3
1022,13373,10
1023,3794,9
1024,7786,6
1025,13175,8
1026,14874,6
1027,690,3
1028,10688,10
1029,896,1
1030,3570,10
1031,14736,5
1032,6276,7
1033,18168,10
1034,17248,8
1035,6583,10
1036,6594,7
1037,353,6
1038,9699,3
1039,7485,8
1040,10084,3
1041,11908,5
1042,15141,4
1043,17856,6
1044,12270,6
1045,5593,9
1046,18744,2
1047,18725,6
1048,14180,6
1049,10165,1
1050,8304,4
1051,11791,4
1052,14894,4
1053,6828,8
1054,12856,4
1055,2532,4
1056,12116,2
1057,428,1
1058,3854,6
1059,8632,10
1060,10288,10
1061,2273,1
1062,3268,4
1063,4917,5
1064,13247,1
1065,10484,9
1066,7296,9
1067,15625,3
1068,7245,2
1069,10801,7
1070,6446,6
1071,16728,3
1072,13715,4
1073,11939,9
1074,14449,6
1075,7726,9
1076,4698,7
1077,4754,10
1078,12429,6
1079,10465,4
1080,17558,2
1081,12634,5
1082,13440,1
1083,10123,1
1084,1090,6
1085,3486,10
1086,16328,3
1087,3752,6
1088,17045,8
1089,12094,10
1090,5618,10
1091,1172,6
1092,7295,6
1093,18743,3
1094,10899,1
1095,7536,6
1096,4527,10
1097,2330,7
1098,11407,6
1099,15718,6
1100,11135,7
1101,19213,7
1102,13155,6
1103,10567,1
1104,3111,7
1105,16277,9
1106,9839,5
1107,157,6
1108,11241,10
1109,17998,3
1110,9596,7
1111,1677,3
1112,3153,4
1113,10210,3
1114,8782,10
1115,12073,8
1116,12982,4
1117,14238,2
1118,7261,10
1119,2640,4
1120,2547,4
1121,9513,3
1122,11846,2
1123,13359,5
1124,4372,8
1125,3054,6
1126,10124,5
1127,9780,9
1128,5631,4
1129,2698,1
1130,4911,10
1131,14514,5
1132,18958,9
1133,5864,6
1134,12609,6
1135,5144,7
1136,3944,6
1137,5475,9
1138,19962,6
1139,6537,2
1140,19345,1
1141,15874,2
1142,15672,3
1143,16117,4
1144,18836,9
1145,6585,1
1146,6379,5
1147,15962,2
1148,9916,9
1149,8677,1
1150,772,2
1151,2930,2
1152,19451,1
1153,11509,1
1154,1673,9
1155,13100,5
1156,18353,2
1157,3704,5
1158,14681,6
1159,2999,7
1160,3287,4
1161,5142,7
1162,6729,9
1163,19982,10
1164,8379,5
1165,18421,8
1166,6024,2
1167,4442,4
1168,1935,2
1169,7899,4
1170,9887,1
1171,14921,5
1172,3065,6
1173,5687,8
1174,10816,10
1175,4300,1
1176,16532,2
1177,17132,4
1178,7728,10
1179,11041,3
1180,12995,3
1181,9277,8
1182,12415,10
1183,18179,3
1184,12229,10
1185,7642,9
1186,3978,2
1187,12645,3
1188,5796,4
1189,18897,10
1190,15038,7
1191,9790,6
1192,2966,4
1193,9634,9
1194,6978,10
1195,2639,1
1196,13095,10
1197,7266,10
1198,7767,6
1199,8037,8
1200,4254,4
1201,8018,5
1202,19610,7
1203,13785,8
1204,10926,6
1205,12208,8
1206,18676,7
1207,3189,8
1208,10909,7
1209,18026,10
1210,13127,3
1211,8575,9
1212,5167,4
1213,14557,8
1214,3551,6
1215,18183,3
1216,3215,4
1217,4378,8
1218,13621,7
1219,14182,9
1220,1978,3
1221,12017,2
1222,6451,4
1223,2908,7
1224,11055,6
1225,2698,10
1226,17690,1
1227,11008,8
1228,10062,7
1229,3044,3
1230,10779,6
1231,4079,4
1232,562,6
1233,11439,3
1234,13665,3
1235,9536,8
1236,1916,6
1237,1137,8
1238,2974,6
1239,16608,2
1240,19218,2
1241,14085,6
1242,4796,9
1243,6605,7
1244,1810,3
1245,17532,10
1246,12365,2
1247,1764,1
1248,7373,7
1249,339,7
1250,19427,4
1251,5867,4
1252,19678,6
1253,7307,7
1254,1681,2
1255,5006,1
1256,3277,3
1257,14501,5
1258,77,4
1259,13954,2
1260,14773,1
1261,13466,5
1262,5593,7
1263,15023,2
1264,10447,8
1265,17766,2
1266,13063,3
1267,14125,3
1268,896,3
1269,13566,10
1270,19212,7
1271,7650,8
1272,6365,8
1273,15338,8
1274,2427,10
1275,17323,3
1276,17830,5
1277,2941,6
1278,17519,3
1279,18934,5
1280,19611,4
1281,19543,5
1282,19871,1
1283,14468,10
1284,6260,3
1285,7531,3
1286,6791,4
1287,17583,4
1288,2899,2
1289,17360,6
1290,3639,2
1291,890,4
1292,7391,1
1293,5317,7
1294,16516,8
1295,13967,1
1296,8576,9
1297,19883,6
1298,13285,7
1299,4372,1
1300,9150,1
1301,14148,9
1302,16035,6
1303,5002,6
1304,10112,5
1305,13918,4
1306,4618,3
1307,5938,7
1308,15301,5
1309,5260,1
1310,6394,8
1311,4034,9
1312,12038,8
1313,16728,5
1314,18330,1
1315,3921,9
1316,5194,4
1317,14250,5
1318,7395,9
1319,1828,2
1320,19783,10
1321,2084,7
1322,14494,2
1323,18309,10
1324,19745,10
1325,8252,1
1326,13772,1
1327,10032,5
1328,12160,10
1329,10141,1
1330,14956,2
1331,12391,8
1332,7328,7
1333,8736,3
1334,5760,4
1335,11233,6
1336,12019,3
1337,8886,1
1338,19283,4
1339,5544,4
1340,5938,4
1341,1821,8
1342,11360,9
1343,15809,10
1344,17020,9
1345,19907,1
1346,11289,3
1347,16633,9
1348,12642,5
1349,18682,8
1350,9509,6
1351,2680,6
1352,3508,5
1353,12177,8
1354,1437,9
1355,3828,2
1356,17061,1
1357,14389,3
1358,15689,8
1359,6431,6
1360,14602,5
1361,7265,7
1362,19299,10
1363,8545,4
1364,8133,4
1365,2335,7
1366,9721,7
1367,11651,6
1368,7077,6
1369,8342,5
1370,18603,7
1371,8827,3
1372,18352,10
1373,15846,3
1374,10768,3
1375,502,9
1376,17276,2
1377,9964,5
1378,8241,5
1379,4357,5
1380,13420,4
1381,1563,4
1382,11106,3
1383,11257,9
1384,16431,10
1385,3924,2
1386,16298,1
1387,18770,6
1388,13400,5
1389,11250,1
1390,7444,7
1391,18437,10
1392,6913,4
1393,8151,4
1394,19500,8
1395,8927,10
1396,8256,2
1397,18591,5
1398,16713,3
1399,12975,10
1400,5458,10
1401,18089,2
1402,12259,8
1403,32,6
1404,1352,7
1405,18367,6
1406,14874,7
1407,2043,5
1408,19722,3
1409,13032,4
1410,415,10
1411,12531,10
1412,14760,8
1413,12305,3
1414,11134,4
1415,146,2
1416,5082,8
1417,1011,4
1418,7773,2
1419,16354,6
1420,7414,4
1421,10289,8
1422,2392,1
1423,12462,3
1424,16573,7
1425,10047,9
1426,2008,5
1427,14518,1
1428,2339,8
1429,11875,1
1430,13306,4
1431,11723,3
1432,16400,7
1433,17087,2
1434,19208,8
1435,2302,8
1436,14553,4
1437,17885,9
1438,6934,4
1439,16363,6
1440,532,7
1441,5160,5
1442,6493,10
1443,15277,5
1444,7153,8
1445,15294,5
1446,444,6
1447,14978,2
1448,10770,9
1449,9878,3
1450,14513,8
1451,1831,6
1452,11854,4
1453,9239,10
1454,12981,6
1455,14587,1
1456,11801,9
1457,5752,10
1458,18418,10
1459,1585,9
1460,18631,3
1461,12399,10
1462,19628,5
1463,9223,3
1464,3703,10
1465,14807,7
1466,6627,9
1467,6095,10
1468,18058,7
1469,13805,10
1470,11761,2
1471,15943,2
1472,2840,10
1473,10700,3
1474,15847,4
1475,8528,7
1476,17946,3
1477,8620,4
1478,1989,10
1479,15153,10
1480,14575,7
1481,16853,1
1482,10996,1
1483,4099,8
1484,6986,9
1485,19809,3
1486,1657,3
1487,6585,5
1488,18137,9
1489,8374,2
1490,13223,6
1491,10291,5
1492,4981,6
1493,1549,2
1494,17162,10
1495,6045,3
1496,13930,4
1497,1909,1
1498,5059,7
1499,505,7
1500,15189,5
1501,14115,1
1502,11398,10
1503,9214,3
1504,3418,5
1505,16124,3
1506,9958,1
1507,2583,2
1508,17308,1
1509,18250,5
1510,10729,5
1511,111,2
1512,5445,7
1513,10357,4
1514,17423,5
1515,17491,10
1516,7605,7
1517,765,6
1518,16065,1
1519,10776,7
1520,16330,9
1521,15343,7
1522,1183,8
1523,10778,6
1524,15518,5
1525,13591,4
1526,17221,10
1527,14813,4
1528,6628,8
1529,8610,8
1530,15856,3
1531,9496,9
1532,19198,3
1533,6147,2
1534,10127,4
1535,12054,3
1536,3369,3
1537,11597,5
1538,12015,2
1539,17532,1
1540,9357,4
1541,18629,8
1542,244,6
1543,12558,4
1544,508,4
1545,1410,3
1546,16182,4
1547,14453,4
1548,8855,4
1549,4874,7
1550,10696,3
1551,8834,1
1552,16037,7
1553,2066,1
1554,13403,2
1555,2285,4
1556,5683,8
1557,10822,7
1558,10235,9
1559,14196,7
1560,4135,2
1561,3139,7
1562,396,4
1563,3008,10
1564,11011,5
1565,17278,8
1566,5782,1
1567,19803,5
1568,7047,4
1569,5137,9
1570,19878,5
1571,16489,5
1572,19590,10
1573,7611,2
1574,17772,7
1575,6492,6
1576,18651,10
1577,2995,1
1578,2446,2
1579,8284,7
1580,19025,10
1581,11211,3
1582,17106,6
1583,576,6
1584,235,5
1585,15473,2
1586,15340,7
1587,4628,1
1588,356,1
1589,6617,3
1590,13155,1
1591,13399,6
1592,15071,6
1593,1144,6
1594,1344,7
1595,2295,3
1596,14476,9
1597,17874,4
1598,11115,10
1599,11651,1
1600,6001,3
1601,13202,10
1602,16325,9
1603,16899,2
1604,15471,8
1605,15613,6
1606,3451,1
1607,14003,4
1608,11848,1
1609,3039,5
1610,6272,5
1611,11228,2
1612,10361,6
1613,18239,5
1614,5105,9
1615,11613,7
1616,2694,2
1617,9694,9
1618,10405,5
1619,13812,10
1620,7732,5
1621,1920,1
1622,850,1
1623,6467,1
1624,16994,2
1625,7367,4
1626,14391,10
1627,19417,9
1628,18544,9
1629,10306,8
1630,8367,7
1631,16491,4
1632,17575,4
1633,4862,1
1634,12150,5
1635,1964,4
1636,1491,1
1637,9507,5
1638,17274,2
1639,10725,2
1640,18005,6
1641,19815,7
1642,5552,7
1643,14104,10
1644,1922,10
1645,19072,7
1646,6507,3
1647,12080,1
1648,14040,7
1649,7552,6
1650,13143,4
1651,18575,7
1652,777,3
1653,9168,4
1654,17299,4
1655,13674,1
1656,9449,7
1657,1636,5
1658,18228,2
1659,4097,5
1660,8237,2
1661,11029,2
1662,7839,9
1663,9726,7
1664,14241,8
1665,5854,7
1666,877,6
1667,1109,5
1668,2191,6
1669,92,2
1670,12572,5
1671,19524,2
1672,18647,4
1673,3943,6
1674,8268,6
1675,2320,6
1676,3524,3
1677,10429,7
1678,985,6
1679,6450,5
1680,349,6
1681,13770,2
1682,8362,4
1683,11208,1
1684,16504,2
1685,8181,1
1686,853,10
1687,574,9
1688,4854,5
1689,1296,6
1690,19481,7
1691,119,2
1692,13118,9
1693,5959,10
1694,6219,4
1695,19495,9
1696,4091,10
1697,5194,10
1698,8001,8
1699,2503,4
1700,5244,3
1701,11322,8
1702,9228,2
1703,7781,4
1704,10547,4
1705,12969,6
1706,9310,6
1707,18282,1
1708,781,8
1709,3481,10
1710,19665,8
1711,18276,3
1712,9602,4
1713,11402,3
1714,11463,4
1715,19399,8
1716,8265,6
1717,811,1
1718,16833,8
1719,15054,8
1720,11349,8
1721,17989,1
1722,10566,3
1723,7708,6
1724,5637,5
1725,19941,9
1726,18975,5
1727,3180,10
1728,17351,7
1729,16693,4
1730,7387,5
1731,8202,8
1732,8719,3
1733,6415,9
1734,6247,7
1735,12052,8
1736,2554,8
1737,18932,1
1738,4873,7
1739,18815,10
1740,11370,10
1741,10527,5
1742,2961,2
1743,6064,3
1744,261,1
1745,16791,3
1746,11333,9
1747,19542,2
1748,19026,10
1749,14313,4
1750,18402,6
1751,4429,9
1752,8022,3
1753,4691,10
1754,6424,8
1755,1472,3
1756,132,3
1757,6473,1
1758,266,7
1759,10942,4
1760,5714,8
1761,17234,9
1762,8471,2
1763,18517,1
1764,16910,9
1765,15865,5
1766,13072,1
1767,20,9
1768,14741,3
1769,2681,1
1770,16367,3
1771,10267,4
1772,14656,2
1773,12069,5
1774,14661,8
1775,19872,2
1776,3926,8
1777,18988,10
1778,15070,10
1779,10844,5
1780,9124,5
1781,4656,9
1782,5912,8
1783,7592,2
1784,4576,7
1785,2811,4
1786,19105,3
1787,11712,2
1788,11365,4
1789,7131,5
1790,4714,2
1791,3524,8
1792,1975,9
1793,14382,4
1794,13114,7
1795,4460,7
1796,6639,1
1797,1984,1
1798,10521,2
1799,14599,7
1800,14200,9
1801,41,2
1802,2698,1
1803,242,7
1804,8694,7
1805,1360,3
1806,17911,10
1807,3446,9
1808,7962,8
1809,8156,6
1810,18045,5
1811,11396,9
1812,9603,6
1813,18553,6
1814,18392,9
1815,5229,7
1816,5996,3
1817,8687,2
1818,620,8
1819,11157,7
1820,11822,5
1821,12796,3
1822,2365,5
1823,3645,3
1824,16602,8
1825,2372,9
1826,7513,9
1827,466,4
1828,8814,4
1829,17352,8
1830,5365,2
1831,12686,2
1832,14721,4
1833,5952,7
1834,192,7
1835,4895,5
1836,2099,10
1837,4221,10
1838,8537,10
1839,19239,7
1840,19961,4
1841,2165,2
1842,5790,3
1843,1716,2
1844,1812,4
1845,15930,4
1846,17884,7
1847,4421,1
1848,3324,9
1849,761,10
1850,11998,10
1851,4282,3
1852,12810,7
1853,17966,4
1854,12814,5
1855,17719,7
1856,1883,4
1857,5802,2
1858,2662,2
1859,15941,8
1860,10822,5
1861,16027,9
1862,11494,2
1863,10303,10
1864,16342,4
1865,3336,7
1866,7230,1
1867,13033,4
1868,6591,3
1869,5281,2
1870,5929,6
1871,12256,6
1872,1296,4
1873,9001,1
1874,4460,1
1875,5672,7
1876,12423,8
1877,16311,1
1878,13657,5
1879,17422,1
1880,5493,2
1881,4715,3
1882,18026,8
1883,16865,2
